id,ts,temperatura,humedadRelativa,iluminancia
dosel-sombra-01,2026-09-24T08:47:15.389Z,21.86,90.8,0
dosel-sombra-01,2026-09-24T08:46:30.38Z,21.95,90.2,0
dosel-sombra-01,2026-09-24T08:45:45.395Z,21.57,91,0
dosel-sombra-01,2026-09-24T08:45:00.39Z,22.16,92.1,0
dosel-sombra-01,2026-09-24T08:44:15.385Z,21.5,91.2,0
dosel-sombra-01,2026-09-24T08:43:30.386Z,22.03,89.6,0
dosel-sombra-01,2026-09-24T08:42:45.382Z,22.06,90.9,0
dosel-sombra-01,2026-09-24T08:42:00.386Z,21.57,90.4,0
dosel-sombra-01,2026-09-24T08:41:15.381Z,21.69,90.8,0
dosel-sombra-01,2026-09-24T08:40:30.375Z,21.85,89.9,0
dosel-sombra-01,2026-09-24T08:39:45.38Z,21.78,91.9,0
dosel-sombra-01,2026-09-24T08:39:00.372Z,22.1,92.2,0
dosel-sombra-01,2026-09-24T08:38:15.366Z,21.47,92.2,0
dosel-sombra-01,2026-09-24T08:37:30.386Z,21.89,89.9,0
dosel-sombra-01,2026-09-24T08:36:45.375Z,21.95,90.5,0
dosel-sombra-01,2026-09-24T08:36:00.365Z,21.79,90,0
dosel-sombra-01,2026-09-24T08:35:15.37Z,21.7,90.7,0
dosel-sombra-01,2026-09-24T08:34:30.364Z,21.61,89.6,0
dosel-sombra-01,2026-09-24T08:33:45.385Z,21.55,90.9,0
dosel-sombra-01,2026-09-24T08:33:00.377Z,21.68,91.6,0
dosel-sombra-01,2026-09-24T08:32:15.474Z,21.87,92.1,0
dosel-sombra-01,2026-09-24T08:31:29.921Z,21.45,90.9,0
dosel-sombra-01,2026-09-24T08:30:44.928Z,21.43,92.3,0
dosel-sombra-01,2026-09-24T08:29:59.917Z,21.8,91.3,0
dosel-sombra-01,2026-09-24T08:29:14.924Z,21.42,90.5,0
dosel-sombra-01,2026-09-24T08:28:29.932Z,21.59,92.5,0
dosel-sombra-01,2026-09-24T08:27:44.924Z,21.68,91.4,0
dosel-sombra-01,2026-09-24T08:26:59.935Z,21.83,89.7,0
dosel-sombra-01,2026-09-24T08:26:14.925Z,21.55,91.7,0
dosel-sombra-01,2026-09-24T08:25:29.93Z,21.77,91.3,0
dosel-sombra-01,2026-09-24T08:24:44.92Z,21.39,92.2,0
dosel-sombra-01,2026-09-24T08:23:59.909Z,21.97,92,0
dosel-sombra-01,2026-09-24T08:23:14.917Z,21.33,90.5,0
dosel-sombra-01,2026-09-24T08:22:29.921Z,21.49,91.7,0
dosel-sombra-01,2026-09-24T08:21:44.927Z,21.66,92,0
dosel-sombra-01,2026-09-24T08:20:59.93Z,21.95,91.7,0
dosel-sombra-01,2026-09-24T08:20:14.919Z,22.08,92,0
dosel-sombra-01,2026-09-24T08:19:29.928Z,22.03,90,0
dosel-sombra-01,2026-09-24T08:18:44.933Z,21.47,91.1,0
dosel-sombra-01,2026-09-24T08:17:59.912Z,21.69,92.3,0
dosel-sombra-01,2026-09-24T08:17:14.92Z,21.3,92.6,0
dosel-sombra-01,2026-09-24T08:16:29.923Z,21.57,92.3,0
dosel-sombra-01,2026-09-24T08:15:44.927Z,21.71,90.7,0
dosel-sombra-01,2026-09-24T08:14:59.912Z,21.73,91.4,0
dosel-sombra-01,2026-09-24T08:14:14.916Z,21.54,91.6,0
dosel-sombra-01,2026-09-24T08:13:29.924Z,21.96,92.3,0
dosel-sombra-01,2026-09-24T08:12:44.916Z,21.32,91.5,0
dosel-sombra-01,2026-09-24T08:11:59.922Z,21.64,91.3,0
dosel-sombra-01,2026-09-24T08:11:14.922Z,21.5,90.6,0
dosel-sombra-01,2026-09-24T08:10:29.914Z,21.78,91.3,0
dosel-sombra-01,2026-09-24T08:09:44.92Z,21.66,92.9,0
dosel-sombra-01,2026-09-24T08:08:59.923Z,21.61,92.6,0
dosel-sombra-01,2026-09-24T08:08:14.91Z,21.52,91.7,0
dosel-sombra-01,2026-09-24T08:07:29.917Z,21.67,90.1,0
dosel-sombra-01,2026-09-24T08:06:44.908Z,21.28,91.4,0
dosel-sombra-01,2026-09-24T08:05:59.914Z,21.53,91.1,0
dosel-sombra-01,2026-09-24T14:04:47.711Z,25.78,76.8,4786.9
dosel-sombra-01,2026-09-24T14:05:32.689Z,26.16,76,5779.2
dosel-sombra-01,2026-09-24T14:06:17.694Z,25.8,75.8,5587.3
dosel-sombra-01,2026-09-24T14:07:02.702Z,26.11,75.4,5609.6
dosel-sombra-01,2026-09-24T14:13:48.125Z,26.18,75.2,4975.3
dosel-sombra-01,2026-09-24T14:14:33.122Z,25.89,77.1,5432.3
dosel-sombra-01,2026-09-24T14:15:18.112Z,26.17,75.1,4877
dosel-sombra-01,2026-09-24T14:16:03.119Z,25.94,76.8,5247.2
dosel-sombra-01,2026-09-24T14:34:48.137Z,26.55,75.9,6986.4
dosel-sombra-01,2026-09-24T14:35:33.149Z,26.8,75.7,5177.2
dosel-sombra-01,2026-09-24T14:36:18.139Z,26.5,75.7,5103
dosel-sombra-01,2026-09-24T14:37:03.148Z,26.13,76.2,6986.3
dosel-sombra-01,2026-09-24T15:07:48.597Z,26.83,74,7130.5
dosel-sombra-01,2026-09-24T15:08:33.593Z,26.91,75,7061
dosel-sombra-01,2026-09-24T15:09:18.609Z,26.51,72.6,7077.4
dosel-sombra-01,2026-09-24T15:10:03.603Z,27.24,73.1,5805.2
dosel-sombra-01,2026-09-24T15:49:48.625Z,27.18,72.9,6899.8
dosel-sombra-01,2026-09-24T15:50:33.621Z,27.63,72.8,7431.4
dosel-sombra-01,2026-09-24T15:51:18.629Z,27.72,71,6380.7
dosel-sombra-01,2026-09-24T15:52:03.619Z,27.08,71.2,7242.5
dosel-sombra-01,2026-09-24T15:52:49.114Z,27.53,72.6,7664.3
dosel-sombra-01,2026-09-24T15:53:34.057Z,27.35,71,7458.9
dosel-sombra-01,2026-09-24T15:54:19.066Z,27.03,72,7405.3
dosel-sombra-01,2026-09-24T15:55:04.06Z,27.18,71.9,7407.7
dosel-sombra-01,2026-09-24T18:29:05.005Z,28.8,66.6,7371.5
dosel-sombra-01,2026-09-24T18:29:50.019Z,28.83,68.9,6178.6
dosel-sombra-01,2026-09-24T18:30:35.011Z,28.7,69.6,5953.9
dosel-sombra-01,2026-09-24T18:31:20.005Z,28.44,67.4,7417.2
dosel-sombra-01,2026-09-24T18:32:05.014Z,28.39,67.8,7620.8
dosel-sombra-01,2026-09-24T18:32:50.012Z,28.77,67.5,8071
dosel-sombra-01,2026-09-24T18:33:35.006Z,28.71,68.3,7786.6
dosel-sombra-01,2026-09-24T18:38:50.009Z,28.55,66.7,6083.1
dosel-sombra-01,2026-09-24T18:44:05.026Z,28.53,68.2,6291.4
dosel-sombra-01,2026-09-24T18:44:50.019Z,28.75,68.6,7550.6
dosel-sombra-01,2026-09-24T18:45:35.009Z,28.23,67.7,6578.9
dosel-sombra-01,2026-09-24T18:46:20.019Z,28.31,68.6,5653.5
dosel-sombra-01,2026-09-24T18:53:05.029Z,28.71,67.1,7292.8
dosel-sombra-01,2026-09-24T18:59:50.034Z,28.42,68.4,7402.6
dosel-sombra-01,2026-09-24T19:00:35.041Z,28.32,67.4,5624.4
dosel-sombra-01,2026-09-24T19:01:20.033Z,28.57,68.3,6318.3
dosel-sombra-01,2026-09-24T19:08:05.462Z,28.2,67.9,5642.9
dosel-sombra-01,2026-09-24T19:09:35.483Z,28.59,67.5,6881.9
dosel-sombra-01,2026-09-24T19:10:20.469Z,28.74,68.3,5623
dosel-sombra-01,2026-09-24T21:32:51.949Z,27.87,71.8,3079.7
dosel-sombra-01,2026-09-24T21:33:36.845Z,27.84,71.5,2373.8
dosel-sombra-01,2026-09-24T21:47:06.864Z,27.6,70,2580
dosel-sombra-01,2026-09-24T22:59:07.351Z,26.58,74.5,29.7
dosel-sombra-01,2026-09-24T22:59:52.328Z,26.78,73.8,39
dosel-sombra-01,2026-09-24T23:00:37.324Z,26.8,75.1,0
dosel-sombra-01,2026-09-25T00:21:52.82Z,25.55,76.9,0
dosel-sombra-01,2026-09-25T00:22:37.831Z,25.4,77.3,0
dosel-sombra-01,2026-09-25T00:23:22.824Z,25.18,78.7,0
dosel-sombra-01,2026-09-25T00:48:53.257Z,25.49,80.1,0
dosel-sombra-01,2026-09-25T00:49:38.267Z,24.81,80,0
dosel-sombra-01,2026-09-25T00:50:23.271Z,25.18,78.3,0
dosel-sombra-01,2026-09-25T00:51:08.262Z,25.26,78.2,0
dosel-sombra-01,2026-09-25T01:17:23.282Z,24.83,82.1,0
dosel-sombra-01,2026-09-25T01:18:08.281Z,24.76,81.2,0
dosel-sombra-01,2026-09-25T01:19:38.283Z,24.6,80.4,0
dosel-sombra-01,2026-09-25T01:20:23.294Z,24.65,80.9,0
dosel-sombra-01,2026-09-25T01:21:08.272Z,24.79,79.7,0
dosel-sombra-01,2026-09-25T02:04:38.729Z,23.66,82.8,0
dosel-sombra-01,2026-09-25T02:05:23.73Z,23.97,84,0
dosel-sombra-01,2026-09-25T02:06:08.722Z,24.12,82.9,0
dosel-sombra-01,2026-09-25T02:22:39.289Z,23.61,83.7,0
dosel-sombra-01,2026-09-25T02:23:24.172Z,24.05,83.6,0
dosel-sombra-01,2026-09-25T02:24:09.178Z,23.78,84,0
dosel-sombra-01,2026-09-25T02:26:24.178Z,23.75,85.9,0
dosel-sombra-01,2026-09-25T02:36:54.182Z,23.9,83.6,0
dosel-sombra-01,2026-09-25T02:37:39.183Z,23.35,85.5,0
dosel-sombra-01,2026-09-25T02:38:24.193Z,23.56,83.8,0
dosel-sombra-01,2026-09-25T02:39:09.182Z,23.64,85.1,0
dosel-sombra-01,2026-09-24T16:44:34.51Z,27.66,69.1,8685.7
dosel-sombra-01,2026-09-24T16:45:19.504Z,27.72,68.7,7894.7
dosel-sombra-01,2026-09-24T16:46:04.511Z,28.16,70.9,8479.9
dosel-sombra-01,2026-09-24T16:59:34.522Z,28.28,70,6369
dosel-sombra-01,2026-09-24T17:00:19.517Z,27.99,70.3,6588.2
dosel-sombra-01,2026-09-24T17:01:04.51Z,28.26,68.6,8230.9
dosel-sombra-01,2026-09-24T17:01:49.53Z,27.83,68.8,7437.9
dosel-sombra-01,2026-09-24T17:02:34.518Z,28.34,71,7058.6
dosel-sombra-01,2026-09-24T17:03:19.511Z,27.79,69.1,8222.8
dosel-sombra-01,2026-09-24T19:14:05.475Z,28.35,66.9,6272
dosel-sombra-01,2026-09-24T19:14:50.488Z,28.85,67.5,5673.7
dosel-sombra-01,2026-09-24T19:27:35.485Z,28.48,68.7,5697.3
dosel-sombra-01,2026-09-24T19:28:20.481Z,28.58,67.3,5668.6
dosel-sombra-01,2026-09-24T19:36:35.493Z,28.07,69.6,5368.7
dosel-sombra-01,2026-09-24T20:09:35.953Z,28.55,69.3,5863.5
dosel-sombra-01,2026-09-24T20:10:20.947Z,28.24,67.9,5990.4
dosel-sombra-01,2026-09-24T20:11:05.956Z,28.52,69.1,5716.4
dosel-sombra-01,2026-09-24T20:11:50.944Z,28.21,69.3,5264.4
dosel-sombra-01,2026-09-24T20:25:20.956Z,28.11,68.8,4250.2
dosel-sombra-01,2026-09-24T20:26:05.949Z,28.15,69,4818.6
dosel-sombra-01,2026-09-24T20:26:50.971Z,28.54,67.9,5172.1
dosel-sombra-01,2026-09-24T20:27:35.967Z,28.3,67.4,4294.4
dosel-sombra-01,2026-09-24T20:28:20.961Z,28.06,67.7,4480.8
dosel-sombra-01,2026-09-24T20:54:36.398Z,28.11,70.1,3620.6
dosel-sombra-01,2026-09-24T20:55:21.406Z,27.88,70.2,3585.3
dosel-sombra-01,2026-09-24T20:56:06.398Z,28.44,70,4505.9
dosel-sombra-01,2026-09-24T20:56:51.403Z,28.14,70.8,3348.1
dosel-sombra-01,2026-09-24T21:12:36.409Z,28.13,69.4,3820.6
dosel-sombra-01,2026-09-24T21:13:21.404Z,28.04,69,3332.1
dosel-sombra-01,2026-09-24T22:23:07.415Z,27.5,71.8,1263.5
dosel-sombra-01,2026-09-24T22:24:37.309Z,27.08,72.2,1227.7
dosel-sombra-01,2026-09-24T22:25:22.305Z,26.98,73.8,1054.8
dosel-sombra-01,2026-09-24T22:29:07.303Z,27.53,72.7,1134.7
dosel-sombra-01,2026-09-24T22:29:52.307Z,27.1,71.6,956.1
dosel-sombra-01,2026-09-24T22:30:37.32Z,26.89,74.1,934.7
dosel-sombra-01,2026-09-24T22:31:22.309Z,27.41,73.7,872.3
dosel-sombra-01,2026-09-25T00:11:22.825Z,25.55,77.7,0
dosel-sombra-01,2026-09-24T08:05:14.911Z,21.73,92.1,0
dosel-sombra-01,2026-09-24T08:04:29.92Z,21.82,91.3,0
dosel-sombra-01,2026-09-24T08:03:44.911Z,21.61,90.9,0
dosel-sombra-01,2026-09-24T08:02:59.903Z,21.63,91.2,0
dosel-sombra-01,2026-09-24T08:02:14.906Z,21.26,91.2,0
dosel-sombra-01,2026-09-24T08:01:29.914Z,21.6,91.8,0
dosel-sombra-01,2026-09-24T08:00:44.9Z,21.74,91.4,0
dosel-sombra-01,2026-09-24T07:59:59.906Z,21.45,91.7,0
dosel-sombra-01,2026-09-24T07:59:14.897Z,21.29,92.2,0
dosel-sombra-01,2026-09-24T07:58:29.907Z,21.65,90.6,0
dosel-sombra-01,2026-09-24T07:57:44.912Z,21.34,92.8,0
dosel-sombra-01,2026-09-24T07:56:59.901Z,21.3,90.5,0
dosel-sombra-01,2026-09-24T07:56:14.912Z,21.21,91.6,0
dosel-sombra-01,2026-09-24T07:55:29.893Z,21.57,91.8,0
dosel-sombra-01,2026-09-24T07:54:44.898Z,21.8,90.6,0
dosel-sombra-01,2026-09-24T07:53:59.909Z,21.73,92.7,0
dosel-sombra-01,2026-09-24T07:53:14.903Z,21.23,90.9,0
dosel-sombra-01,2026-09-24T07:52:29.891Z,21.62,92.7,0
dosel-sombra-01,2026-09-24T07:51:44.899Z,21.72,93,0
dosel-sombra-01,2026-09-24T07:50:59.906Z,21.49,90.3,0
dosel-sombra-01,2026-09-24T07:50:14.909Z,21.43,91.6,0
dosel-sombra-01,2026-09-24T07:49:29.898Z,21.94,91.2,0
dosel-sombra-01,2026-09-24T07:48:44.907Z,21.55,91,0
dosel-sombra-01,2026-09-24T07:47:59.907Z,21.39,92.2,0
dosel-sombra-01,2026-09-24T07:47:14.894Z,21.37,91.2,0
dosel-sombra-01,2026-09-24T07:46:29.902Z,21.25,93,0
dosel-sombra-01,2026-09-24T07:45:44.89Z,21.46,93.1,0
dosel-sombra-01,2026-09-24T07:44:59.896Z,21.47,92.5,0
dosel-sombra-01,2026-09-24T07:44:14.9Z,21.48,92.7,0
dosel-sombra-01,2026-09-24T07:43:29.892Z,21.21,93.1,0
dosel-sombra-01,2026-09-24T07:42:44.884Z,21.79,91.5,0
dosel-sombra-01,2026-09-24T07:41:59.939Z,21.48,90.8,0
dosel-sombra-01,2026-09-24T07:41:14.476Z,21.79,91.5,0
dosel-sombra-01,2026-09-24T07:40:29.475Z,21.27,91.6,0
dosel-sombra-01,2026-09-24T07:39:44.471Z,21.2,92,0
dosel-sombra-01,2026-09-24T07:38:59.476Z,21.87,91.4,0
dosel-sombra-01,2026-09-24T07:38:14.463Z,21.34,91.4,0
dosel-sombra-01,2026-09-24T07:37:29.465Z,21.58,93.1,0
dosel-sombra-01,2026-09-24T07:36:44.472Z,21.88,91.5,0
dosel-sombra-01,2026-09-24T07:35:59.464Z,21.55,91.7,0
dosel-sombra-01,2026-09-24T07:35:14.452Z,21.55,91.8,0
dosel-sombra-01,2026-09-24T07:34:29.459Z,21.48,92.4,0
dosel-sombra-01,2026-09-24T07:33:44.462Z,21.31,92.8,0
dosel-sombra-01,2026-09-24T07:32:59.471Z,21.28,90.8,0
dosel-sombra-01,2026-09-24T07:32:14.474Z,21.78,92,0
dosel-sombra-01,2026-09-24T07:31:29.451Z,21.67,92.4,0
dosel-sombra-01,2026-09-24T07:30:44.456Z,21.17,90.5,0
dosel-sombra-01,2026-09-24T07:29:59.461Z,21.76,93.1,0
dosel-sombra-01,2026-09-24T07:29:14.456Z,21.29,93,0
dosel-sombra-01,2026-09-24T07:28:29.472Z,21.27,91.2,0
dosel-sombra-01,2026-09-24T07:27:44.458Z,21.43,92.2,0
dosel-sombra-01,2026-09-24T07:26:59.45Z,21.29,91.6,0
dosel-sombra-01,2026-09-24T07:26:14.455Z,21.53,92.2,0
dosel-sombra-01,2026-09-24T07:25:29.461Z,21.74,92.3,0
dosel-sombra-01,2026-09-24T07:24:44.465Z,21.49,92.4,0
dosel-sombra-01,2026-09-24T07:23:59.455Z,21.91,93.4,0
dosel-sombra-01,2026-09-24T07:23:14.459Z,21.49,91.5,0
dosel-sombra-01,2026-09-24T07:22:29.461Z,21.83,93.4,0
dosel-sombra-01,2026-09-24T07:21:44.45Z,21.73,90.8,0
dosel-sombra-01,2026-09-24T07:20:59.466Z,21.77,91.7,0
dosel-sombra-01,2026-09-24T07:20:14.452Z,21.15,92.5,0
dosel-sombra-01,2026-09-24T07:19:29.444Z,21.5,92,0
dosel-sombra-01,2026-09-24T07:18:44.449Z,21.35,92.9,0
dosel-sombra-01,2026-09-24T07:17:59.465Z,21.55,93.2,0
dosel-sombra-01,2026-09-24T07:17:14.466Z,21.42,91.6,0
dosel-sombra-01,2026-09-24T07:16:29.457Z,21.26,91.7,0
dosel-sombra-01,2026-09-24T07:15:44.463Z,21.66,92.9,0
dosel-sombra-01,2026-09-24T07:14:59.457Z,21.57,91,0
dosel-sombra-01,2026-09-24T07:14:14.446Z,21.77,92.2,0
dosel-sombra-01,2026-09-24T07:13:29.455Z,21.15,90.6,0
dosel-sombra-01,2026-09-24T07:12:44.457Z,21.88,91.6,0
dosel-sombra-01,2026-09-24T07:11:59.45Z,21.36,91.3,0
dosel-sombra-01,2026-09-24T07:11:14.459Z,21.14,92.2,0
dosel-sombra-01,2026-09-24T07:10:29.448Z,21.25,93.2,0
dosel-sombra-01,2026-09-24T07:09:44.438Z,21.3,93.3,0
dosel-sombra-01,2026-09-24T07:08:59.442Z,21.85,93.5,0
dosel-sombra-01,2026-09-24T07:08:14.446Z,21.57,92,0
dosel-sombra-01,2026-09-24T07:07:29.448Z,21.58,91.8,0
dosel-sombra-01,2026-09-24T07:06:44.452Z,21.77,91.2,0
dosel-sombra-01,2026-09-24T07:05:59.444Z,21.72,90.8,0
dosel-sombra-01,2026-09-24T07:05:14.448Z,21.45,92.8,0
dosel-sombra-01,2026-09-24T07:04:29.441Z,21.4,91.5,0
dosel-sombra-01,2026-09-24T07:03:44.448Z,21.4,91.5,0
dosel-sombra-01,2026-09-24T07:02:59.429Z,21.31,93,0
dosel-sombra-01,2026-09-24T07:02:14.444Z,21.13,91.4,0
dosel-sombra-01,2026-09-24T07:01:29.439Z,21.35,92.7,0
dosel-sombra-01,2026-09-24T07:00:44.441Z,21.53,92.6,0
dosel-sombra-01,2026-09-24T06:59:59.445Z,21.47,93.2,0
dosel-sombra-01,2026-09-24T06:59:14.444Z,21.46,91.2,0
dosel-sombra-01,2026-09-24T06:58:29.443Z,21.59,91.9,0
dosel-sombra-01,2026-09-24T06:57:44.434Z,21.13,91.4,0
dosel-sombra-01,2026-09-24T06:56:59.439Z,21.59,92.7,0
dosel-sombra-01,2026-09-24T06:56:14.444Z,21.63,91.4,0
dosel-sombra-01,2026-09-24T06:55:29.433Z,21.88,91.5,0
dosel-sombra-01,2026-09-24T06:54:44.441Z,21.88,93.2,0
dosel-sombra-01,2026-09-24T06:53:59.433Z,21.37,92.3,0
dosel-sombra-01,2026-09-24T06:53:14.432Z,21.47,93.3,0
dosel-sombra-01,2026-09-24T06:52:29.437Z,21.21,92.7,0
dosel-sombra-01,2026-09-24T06:51:44.535Z,21.18,92.5,0
dosel-sombra-01,2026-09-24T06:10:59.039Z,21.92,91.3,0
dosel-sombra-01,2026-09-24T06:10:14.047Z,21.71,92.3,0
dosel-sombra-01,2026-09-24T06:09:29.036Z,21.8,90.6,0
dosel-sombra-01,2026-09-24T06:08:44.042Z,21.34,92.4,0
dosel-sombra-01,2026-09-24T06:07:59.04Z,21.59,91.5,0
dosel-sombra-01,2026-09-24T06:07:14.045Z,21.91,93,0
dosel-sombra-01,2026-09-24T06:06:29.039Z,21.98,91.2,0
dosel-sombra-01,2026-09-24T06:05:44.043Z,21.74,92.7,0
dosel-sombra-01,2026-09-24T06:04:59.03Z,21.97,91.7,0
dosel-sombra-01,2026-09-24T06:04:14.038Z,21.29,92.4,0
dosel-sombra-01,2026-09-24T06:03:29.044Z,21.65,91.8,0
dosel-sombra-01,2026-09-24T06:02:44.022Z,21.38,90.7,0
dosel-sombra-01,2026-09-24T06:01:59.037Z,21.35,90.8,0
dosel-sombra-01,2026-09-24T06:01:14.031Z,21.55,91.4,0
dosel-sombra-01,2026-09-24T06:00:29.038Z,21.31,91.7,0
dosel-sombra-01,2026-09-24T05:59:44.024Z,21.35,90.6,0
dosel-sombra-01,2026-09-24T05:58:59.029Z,21.35,90.9,0
dosel-sombra-01,2026-09-24T05:58:14.025Z,21.51,90.1,0
dosel-sombra-01,2026-09-24T05:57:29.028Z,21.75,92.6,0
dosel-sombra-01,2026-09-24T05:56:44.043Z,21.47,92.2,0
dosel-sombra-01,2026-09-24T05:55:59.033Z,21.44,92,0
dosel-sombra-01,2026-09-24T05:55:14.026Z,21.98,91.1,0
dosel-sombra-01,2026-09-24T05:54:29.031Z,21.68,90.5,0
dosel-sombra-01,2026-09-24T05:53:44.036Z,21.77,92.4,0
dosel-sombra-01,2026-09-24T05:52:59.031Z,21.38,92.5,0
dosel-sombra-01,2026-09-24T05:52:14.036Z,21.49,90.1,0
dosel-sombra-01,2026-09-24T05:51:29.025Z,21.62,91.5,0
dosel-sombra-01,2026-09-24T05:50:44.028Z,21.76,91.6,0
dosel-sombra-01,2026-09-24T05:49:59.041Z,22,92.1,0
dosel-sombra-01,2026-09-24T05:49:14.032Z,21.53,91.2,0
dosel-sombra-01,2026-09-24T05:48:29.025Z,21.65,90.6,0
dosel-sombra-01,2026-09-24T05:47:44.017Z,21.93,92.8,0
dosel-sombra-01,2026-09-24T05:46:59.024Z,22.05,90.1,0
dosel-sombra-01,2026-09-24T05:46:14.015Z,21.67,92.7,0
dosel-sombra-01,2026-09-24T05:45:29.024Z,21.75,91.4,0
dosel-sombra-01,2026-09-24T05:44:44.03Z,21.85,91.4,0
dosel-sombra-01,2026-09-24T05:43:59.021Z,21.53,90,0
dosel-sombra-01,2026-09-24T05:43:14.027Z,21.72,92,0
dosel-sombra-01,2026-09-24T05:42:29.016Z,21.72,91,0
dosel-sombra-01,2026-09-24T05:41:44.016Z,21.34,90.1,0
dosel-sombra-01,2026-09-24T05:40:59.017Z,22.06,91.5,0
dosel-sombra-01,2026-09-24T05:40:14.019Z,22.05,92.5,0
dosel-sombra-01,2026-09-24T05:39:29.019Z,21.37,90.4,0
dosel-sombra-01,2026-09-24T05:38:44.022Z,21.79,91,0
dosel-sombra-01,2026-09-24T05:37:59.019Z,21.98,92.7,0
dosel-sombra-01,2026-09-24T05:37:14.025Z,22.07,90.1,0
dosel-sombra-01,2026-09-24T05:36:29.108Z,21.74,90.6,0
dosel-sombra-01,2026-09-24T05:35:43.575Z,21.62,90,0
dosel-sombra-01,2026-09-24T05:34:58.564Z,21.47,89.8,0
dosel-sombra-01,2026-09-24T05:34:13.558Z,21.53,89.7,0
dosel-sombra-01,2026-09-24T05:33:28.57Z,21.65,90.8,0
dosel-sombra-01,2026-09-24T05:32:43.56Z,22,91.1,0
dosel-sombra-01,2026-09-24T05:31:58.56Z,21.66,90,0
dosel-sombra-01,2026-09-24T05:31:13.558Z,22.1,91.1,0
dosel-sombra-01,2026-09-24T05:30:28.593Z,22.17,89.9,0
dosel-sombra-01,2026-09-24T05:29:43.567Z,21.87,90.7,0
dosel-sombra-01,2026-09-24T05:28:58.557Z,21.89,89.8,0
dosel-sombra-01,2026-09-24T05:28:13.557Z,21.92,90.8,0
dosel-sombra-01,2026-09-24T05:27:28.561Z,21.86,90.2,0
dosel-sombra-01,2026-09-24T05:26:43.551Z,21.8,92,0
dosel-sombra-01,2026-09-24T05:25:58.567Z,21.46,90.1,0
dosel-sombra-01,2026-09-24T05:25:13.558Z,21.93,91.9,0
dosel-sombra-01,2026-09-24T05:24:28.549Z,21.64,89.7,0
dosel-sombra-01,2026-09-24T05:23:43.555Z,21.72,91,0
dosel-sombra-01,2026-09-24T05:22:58.556Z,22.16,91.8,0
dosel-sombra-01,2026-09-24T05:22:13.546Z,21.83,91.8,0
dosel-sombra-01,2026-09-24T05:21:28.549Z,21.99,92.1,0
dosel-sombra-01,2026-09-24T05:20:43.557Z,22.1,90.5,0
dosel-sombra-01,2026-09-24T05:19:58.548Z,21.46,90.9,0
dosel-sombra-01,2026-09-24T05:19:13.547Z,21.85,89.7,0
dosel-sombra-01,2026-09-24T05:18:28.55Z,21.59,89.4,0
dosel-sombra-01,2026-09-24T05:17:43.541Z,22.21,89.6,0
dosel-sombra-01,2026-09-24T05:16:58.557Z,21.49,90.3,0
dosel-sombra-01,2026-09-24T05:16:13.557Z,21.93,91.4,0
dosel-sombra-01,2026-09-24T05:15:28.559Z,22.13,90.8,0
dosel-sombra-01,2026-09-24T05:14:43.552Z,22.11,89.8,0
dosel-sombra-01,2026-09-24T05:13:58.538Z,21.65,90.5,0
dosel-sombra-01,2026-09-24T05:13:13.548Z,21.92,91.7,0
dosel-sombra-01,2026-09-24T05:12:28.55Z,21.93,90.7,0
dosel-sombra-01,2026-09-24T05:11:43.556Z,22.07,90.3,0
dosel-sombra-01,2026-09-24T05:10:58.543Z,22.01,92,0
dosel-sombra-01,2026-09-24T05:10:13.548Z,22.04,89.8,0
dosel-sombra-01,2026-09-24T05:09:28.54Z,21.89,90.8,0
dosel-sombra-01,2026-09-24T05:08:43.549Z,21.59,91.1,0
dosel-sombra-01,2026-09-24T05:07:58.547Z,22.07,91.4,0
dosel-sombra-01,2026-09-24T05:07:13.535Z,22.12,91.9,0
dosel-sombra-01,2026-09-24T05:06:28.544Z,21.81,90.8,0
dosel-sombra-01,2026-09-24T05:05:43.549Z,21.88,91.1,0
dosel-sombra-01,2026-09-24T05:04:58.554Z,21.75,91.3,0
dosel-sombra-01,2026-09-24T05:04:13.547Z,21.84,91.7,0
dosel-sombra-01,2026-09-24T05:03:28.541Z,21.88,89.2,0
dosel-sombra-01,2026-09-24T05:02:43.544Z,21.78,90.2,0
dosel-sombra-01,2026-09-24T05:01:58.548Z,21.87,91.7,0
dosel-sombra-01,2026-09-24T05:01:13.538Z,21.88,91.7,0
dosel-sombra-01,2026-09-24T05:00:28.546Z,22.16,89.2,0
dosel-sombra-01,2026-09-24T04:59:43.53Z,21.95,91.3,0
dosel-sombra-01,2026-09-24T04:58:58.538Z,22.35,91.4,0
dosel-sombra-01,2026-09-24T04:58:13.53Z,22.13,89.3,0
dosel-sombra-01,2026-09-24T04:57:28.538Z,21.6,91,0
dosel-sombra-01,2026-09-24T04:56:43.527Z,21.74,90.4,0
dosel-sombra-01,2026-09-24T04:55:58.532Z,22.02,89.6,0
dosel-sombra-01,2026-09-24T04:55:13.535Z,21.97,90.8,0
dosel-sombra-01,2026-09-24T04:54:28.527Z,22,89.9,0
dosel-sombra-01,2026-09-24T04:53:43.547Z,21.75,90.3,0
dosel-sombra-01,2026-09-24T04:52:58.527Z,22.36,90.7,0
dosel-sombra-01,2026-09-24T04:52:13.535Z,21.93,90.9,0
dosel-sombra-01,2026-09-24T04:51:28.527Z,22.43,88.8,0
dosel-sombra-01,2026-09-24T04:50:43.533Z,21.83,90.7,0
dosel-sombra-01,2026-09-24T04:49:58.539Z,22.06,89.6,0
dosel-sombra-01,2026-09-24T04:49:13.529Z,21.71,89.7,0
