id,ts,temperaturaCaja,humedadRelativa,masaEstimada
secado-fermentacion-01,2026-09-23T19:59:39.634Z,30.94,84.2,179.53
secado-fermentacion-01,2026-09-23T19:57:39.491Z,31.56,78.9,179.35
secado-fermentacion-01,2026-09-23T19:55:39.348Z,30.88,84.7,179.14
secado-fermentacion-01,2026-09-23T19:53:39.216Z,31.13,81.5,179.49
secado-fermentacion-01,2026-09-23T19:51:39.08Z,30.86,76.4,179.46
secado-fermentacion-01,2026-09-23T19:49:38.845Z,31.95,78.3,179.7
secado-fermentacion-01,2026-09-23T19:47:38.715Z,31.18,79,179.45
secado-fermentacion-01,2026-09-23T19:45:38.567Z,31.48,77.1,179.48
secado-fermentacion-01,2026-09-23T19:43:38.438Z,31.9,76.1,179.21
secado-fermentacion-01,2026-09-23T19:41:38.3Z,30.98,76.4,179.73
secado-fermentacion-01,2026-09-23T19:39:38.157Z,31.92,85,179.64
secado-fermentacion-01,2026-09-23T19:37:38.028Z,31.58,78.1,179.39
secado-fermentacion-01,2026-09-23T19:35:37.881Z,31.22,85.8,179.46
secado-fermentacion-01,2026-09-23T19:33:37.74Z,31.91,80.4,179.51
secado-fermentacion-01,2026-09-23T19:31:37.604Z,30.95,78.1,179.59
secado-fermentacion-01,2026-09-23T19:29:37.466Z,30.93,77.2,179.19
secado-fermentacion-01,2026-09-23T19:27:37.328Z,31.1,84,179.46
secado-fermentacion-01,2026-09-24T13:39:26.067Z,33.09,83.4,176.58
secado-fermentacion-01,2026-09-24T13:53:27.049Z,32.97,75.1,176.21
secado-fermentacion-01,2026-09-24T14:31:29.762Z,33.52,76.8,176.43
secado-fermentacion-01,2026-09-24T14:33:29.909Z,33.24,79.2,176.35
secado-fermentacion-01,2026-09-24T15:15:32.845Z,32.86,77.2,176.27
secado-fermentacion-01,2026-09-24T16:13:35.281Z,33.38,84.8,176.1
secado-fermentacion-01,2026-09-24T17:01:38.624Z,33.01,82.9,175.84
secado-fermentacion-01,2026-09-24T17:03:38.759Z,33.88,75.6,175.85
secado-fermentacion-01,2026-09-24T17:37:41.155Z,33.18,85.4,175.88
secado-fermentacion-01,2026-09-24T17:39:41.299Z,33.82,76.1,175.84
secado-fermentacion-01,2026-09-24T17:49:42.002Z,34,83,175.52
secado-fermentacion-01,2026-09-24T17:51:42.127Z,33.52,85.1,175.54
secado-fermentacion-01,2026-09-24T18:55:46.645Z,34.34,84.8,175.76
secado-fermentacion-01,2026-09-24T18:57:46.786Z,33.66,81.3,175.87
secado-fermentacion-01,2026-09-24T20:01:29.702Z,34.09,83.4,175.21
secado-fermentacion-01,2026-09-24T20:03:29.828Z,34.21,74.9,175.32
secado-fermentacion-01,2026-09-24T20:17:30.835Z,33.93,84,175.07
secado-fermentacion-01,2026-09-24T22:15:39.224Z,33.96,83,175.3
secado-fermentacion-01,2026-09-24T22:17:39.379Z,34.53,77.7,175.1
secado-fermentacion-01,2026-09-24T22:19:39.521Z,33.62,79.5,174.95
secado-fermentacion-01,2026-09-24T22:37:40.765Z,34.52,76.4,174.86
secado-fermentacion-01,2026-09-24T23:37:23.355Z,34.41,76.2,174.57
secado-fermentacion-01,2026-09-24T23:53:24.477Z,34.21,84.8,175.02
secado-fermentacion-01,2026-09-25T00:29:26.984Z,34.39,85.1,174.43
secado-fermentacion-01,2026-09-25T00:39:27.694Z,33.84,74.6,174.61
secado-fermentacion-01,2026-09-25T00:41:27.837Z,34.61,79.1,174.8
secado-fermentacion-01,2026-09-25T01:59:33.381Z,35.05,86,174.65
secado-fermentacion-01,2026-09-25T02:33:35.747Z,34.09,84.7,174.16
secado-fermentacion-01,2026-09-25T02:35:35.884Z,34.54,78.1,174.34
secado-fermentacion-01,2026-09-23T19:25:37.204Z,30.79,77.2,179.41
secado-fermentacion-01,2026-09-23T19:23:37.059Z,31.9,81.9,179.34
secado-fermentacion-01,2026-09-23T19:21:36.926Z,31.16,80.3,179.69
secado-fermentacion-01,2026-09-23T19:19:36.789Z,30.95,83.5,179.55
secado-fermentacion-01,2026-09-23T19:17:36.638Z,31.33,81.2,179.69
secado-fermentacion-01,2026-09-23T19:15:36.511Z,31.26,78.8,179.35
secado-fermentacion-01,2026-09-23T19:13:36.362Z,31.04,75,179.64
secado-fermentacion-01,2026-09-23T19:11:36.223Z,30.95,75.3,179.27
secado-fermentacion-01,2026-09-23T19:09:36.084Z,30.94,79.1,179.6
secado-fermentacion-01,2026-09-23T19:07:35.941Z,31.27,80.1,179.82
secado-fermentacion-01,2026-09-23T19:05:35.811Z,31.66,80.8,179.3
secado-fermentacion-01,2026-09-23T19:03:35.666Z,30.87,75.4,179.34
secado-fermentacion-01,2026-09-23T19:01:35.521Z,30.93,81.6,179.38
secado-fermentacion-01,2026-09-23T18:59:35.384Z,31.68,76.9,179.56
secado-fermentacion-01,2026-09-23T18:57:35.248Z,31.81,83.5,179.6
secado-fermentacion-01,2026-09-23T18:55:35.118Z,31.73,76,179.68
secado-fermentacion-01,2026-09-23T18:53:34.972Z,31.83,75.4,179.52
secado-fermentacion-01,2026-09-23T18:51:34.83Z,31.7,85.9,179.5
secado-fermentacion-01,2026-09-23T18:49:34.682Z,30.72,82.2,179.83
secado-fermentacion-01,2026-09-23T18:47:34.545Z,31.84,81.6,179.63
secado-fermentacion-01,2026-09-23T18:45:34.391Z,31.45,77,179.45
secado-fermentacion-01,2026-09-23T18:43:34.255Z,31.44,81.3,179.5
secado-fermentacion-01,2026-09-23T18:41:34.114Z,31.46,81.5,179.44
secado-fermentacion-01,2026-09-23T18:39:33.975Z,30.94,75.8,179.92
secado-fermentacion-01,2026-09-23T18:37:33.827Z,31.82,75.8,179.9
secado-fermentacion-01,2026-09-23T18:35:33.692Z,31.68,81.5,179.45
secado-fermentacion-01,2026-09-23T18:33:33.546Z,30.74,77.6,179.94
secado-fermentacion-01,2026-09-23T18:31:33.408Z,31.04,80.6,179.81
secado-fermentacion-01,2026-09-23T18:29:33.272Z,31.33,83.6,179.91
secado-fermentacion-01,2026-09-23T18:27:33.148Z,31.24,76.2,179.88
secado-fermentacion-01,2026-09-23T18:25:32.998Z,31.3,79.7,179.45
secado-fermentacion-01,2026-09-23T18:23:32.844Z,30.68,76.1,179.5
secado-fermentacion-01,2026-09-23T18:21:32.713Z,30.9,83.5,179.74
secado-fermentacion-01,2026-09-23T18:19:32.551Z,31.56,82.8,179.74
secado-fermentacion-01,2026-09-23T18:17:32.419Z,31.13,77.6,179.91
secado-fermentacion-01,2026-09-23T18:15:32.285Z,31.34,81.4,179.79
secado-fermentacion-01,2026-09-23T18:13:32.138Z,31.59,84.8,179.95
secado-fermentacion-01,2026-09-23T18:11:31.997Z,30.94,74,179.86
secado-fermentacion-01,2026-09-23T18:09:31.857Z,30.86,81.5,179.78
secado-fermentacion-01,2026-09-23T18:07:31.654Z,31.03,75.6,179.94
secado-fermentacion-01,2026-09-23T18:05:31.517Z,30.92,77.8,179.73
secado-fermentacion-01,2026-09-23T18:03:31.393Z,31.74,79.1,179.57
secado-fermentacion-01,2026-09-23T18:01:31.248Z,30.99,81.3,179.99
secado-fermentacion-01,2026-09-23T17:59:31.096Z,30.88,78.3,179.69
secado-fermentacion-01,2026-09-23T17:57:30.955Z,31.24,83.4,179.8
secado-fermentacion-01,2026-09-23T17:55:30.813Z,30.8,74.4,180.05
secado-fermentacion-01,2026-09-23T17:53:30.681Z,30.82,77.7,179.71
secado-fermentacion-01,2026-09-23T17:51:30.548Z,31.37,78.9,179.71
secado-fermentacion-01,2026-09-23T17:49:30.409Z,31.44,85.4,179.76
secado-fermentacion-01,2026-09-23T17:47:30.257Z,31.19,80,179.87
secado-fermentacion-01,2026-09-23T17:45:30.116Z,31.66,82,179.56
secado-fermentacion-01,2026-09-23T17:43:29.98Z,30.87,83,179.78
secado-fermentacion-01,2026-09-23T17:41:29.842Z,30.59,79.6,180.08
secado-fermentacion-01,2026-09-23T17:39:29.691Z,30.66,80.6,179.62
secado-fermentacion-01,2026-09-23T17:37:29.543Z,30.77,82.4,179.62
secado-fermentacion-01,2026-09-23T17:35:29.413Z,31.33,84,179.51
secado-fermentacion-01,2026-09-23T17:33:29.278Z,31.38,76.3,179.58
secado-fermentacion-01,2026-09-23T17:31:29.133Z,31.23,82.6,180.02
secado-fermentacion-01,2026-09-23T17:29:29Z,31.29,81.9,179.61
secado-fermentacion-01,2026-09-23T17:27:28.849Z,31.3,85.9,180.02
secado-fermentacion-01,2026-09-23T17:25:28.707Z,30.62,81.1,180.02
secado-fermentacion-01,2026-09-23T17:23:28.58Z,31.45,81.9,180.05
secado-fermentacion-01,2026-09-23T17:21:28.439Z,30.62,83.7,179.99
secado-fermentacion-01,2026-09-23T17:19:28.299Z,30.54,74.7,179.87
secado-fermentacion-01,2026-09-23T17:17:28.161Z,31.36,78.4,179.86
secado-fermentacion-01,2026-09-23T17:15:28.032Z,30.92,85.3,180.12
secado-fermentacion-01,2026-09-23T17:13:27.889Z,31.24,79.2,179.93
secado-fermentacion-01,2026-09-23T17:11:27.762Z,31.24,82.6,180.01
secado-fermentacion-01,2026-09-23T17:09:27.61Z,31.49,80.9,180.15
secado-fermentacion-01,2026-09-23T17:07:27.479Z,30.99,75.7,179.86
secado-fermentacion-01,2026-09-23T17:05:27.336Z,30.61,81.1,179.65
secado-fermentacion-01,2026-09-23T17:03:27.202Z,31.19,81.2,180.05
secado-fermentacion-01,2026-09-23T17:01:27.049Z,31.25,78.2,179.7
secado-fermentacion-01,2026-09-23T16:59:26.916Z,30.81,85.9,180.13
secado-fermentacion-01,2026-09-23T16:57:23.361Z,30.78,78.9,179.9
secado-fermentacion-01,2026-09-23T16:55:23.223Z,30.88,84.7,180.03
secado-fermentacion-01,2026-09-23T16:53:23.1Z,31.5,80.3,179.69
secado-fermentacion-01,2026-09-23T16:51:22.952Z,31.42,85.8,180.13
secado-fermentacion-01,2026-09-23T16:49:22.82Z,30.51,84,179.83
secado-fermentacion-01,2026-09-24T13:49:26.765Z,33.46,74.8,176.63
secado-fermentacion-01,2026-09-24T14:45:30.755Z,33.52,75.8,176.52
secado-fermentacion-01,2026-09-24T14:47:30.894Z,33.85,76.2,176.42
secado-fermentacion-01,2026-09-24T15:17:33Z,33.57,79.1,176.14
secado-fermentacion-01,2026-09-24T16:05:34.652Z,33.67,74.6,176.2
secado-fermentacion-01,2026-09-24T16:07:34.799Z,33.83,79.4,176.14
secado-fermentacion-01,2026-09-24T16:09:34.977Z,33.02,84.1,175.9
secado-fermentacion-01,2026-09-24T16:11:35.128Z,33.03,75.9,176.14
secado-fermentacion-01,2026-09-24T16:37:36.958Z,33.49,80.2,175.71
secado-fermentacion-01,2026-09-24T16:39:37.107Z,33.57,78.8,176.26
secado-fermentacion-01,2026-09-24T16:41:37.259Z,33.29,82.7,175.78
secado-fermentacion-01,2026-09-24T16:43:37.404Z,33.17,85.4,176.08
secado-fermentacion-01,2026-09-24T16:45:37.534Z,34.02,78.9,176.12
secado-fermentacion-01,2026-09-24T17:35:41.021Z,33.34,74.4,175.73
secado-fermentacion-01,2026-09-24T17:41:41.441Z,33.17,81.1,175.96
secado-fermentacion-01,2026-09-24T18:35:45.231Z,33.62,81.4,175.44
secado-fermentacion-01,2026-09-24T18:49:46.231Z,34.11,85.7,175.72
secado-fermentacion-01,2026-09-24T18:51:46.381Z,33.44,83.8,175.86
secado-fermentacion-01,2026-09-24T19:59:29.539Z,33.58,85.3,175.3
secado-fermentacion-01,2026-09-24T20:19:30.974Z,33.7,77.9,175.12
secado-fermentacion-01,2026-09-24T20:21:31.106Z,34.41,80.3,175.45
secado-fermentacion-01,2026-09-24T21:27:35.789Z,34.19,74.5,175.03
secado-fermentacion-01,2026-09-24T22:05:38.54Z,34.2,84.2,175.02
secado-fermentacion-01,2026-09-24T22:07:38.674Z,33.76,82.7,174.84
secado-fermentacion-01,2026-09-24T22:21:39.66Z,33.9,78.7,175.21
secado-fermentacion-01,2026-09-24T23:31:22.849Z,33.81,75.8,175.06
secado-fermentacion-01,2026-09-24T23:33:23.005Z,34.33,78.8,174.97
secado-fermentacion-01,2026-09-24T23:45:23.925Z,34.56,74,174.7
secado-fermentacion-01,2026-09-24T23:47:24.059Z,34.54,82.4,174.57
secado-fermentacion-01,2026-09-25T00:25:26.689Z,34.56,82.3,174.42
secado-fermentacion-01,2026-09-25T01:05:29.547Z,34.62,75,174.55
secado-fermentacion-01,2026-09-25T01:33:31.485Z,34.29,77.6,174.55
secado-fermentacion-01,2026-09-25T01:49:32.61Z,34.25,83,174.34
secado-fermentacion-01,2026-09-25T01:51:32.743Z,34.42,81,174.28
secado-fermentacion-01,2026-09-25T02:01:33.523Z,34.2,81.8,174.13
secado-fermentacion-01,2026-09-25T02:47:36.715Z,34.52,82.1,174
secado-fermentacion-01,2026-09-24T13:41:26.201Z,33.14,82.9,176.75
secado-fermentacion-01,2026-09-24T13:43:26.337Z,32.88,82.5,176.56
secado-fermentacion-01,2026-09-24T13:51:26.905Z,32.74,82.3,176.69
secado-fermentacion-01,2026-09-24T14:17:28.739Z,33.1,82,176.11
secado-fermentacion-01,2026-09-24T14:27:29.5Z,33.19,80.4,176.08
secado-fermentacion-01,2026-09-24T14:29:29.637Z,33.8,84.7,176.58
secado-fermentacion-01,2026-09-24T15:59:34.25Z,33.67,84.3,175.78
secado-fermentacion-01,2026-09-24T16:35:36.809Z,34.08,78,175.69
secado-fermentacion-01,2026-09-24T16:47:37.674Z,33.85,80.2,176.2
secado-fermentacion-01,2026-09-24T16:49:37.801Z,33.12,76.9,176.02
secado-fermentacion-01,2026-09-24T16:51:37.95Z,33.41,80.2,175.79
secado-fermentacion-01,2026-09-24T16:53:38.073Z,33.18,85.8,175.99
secado-fermentacion-01,2026-09-24T16:55:38.213Z,33.17,79.4,175.62
secado-fermentacion-01,2026-09-24T16:57:38.349Z,34.09,80.4,176.19
secado-fermentacion-01,2026-09-24T16:59:38.479Z,34.02,85.7,175.66
secado-fermentacion-01,2026-09-24T17:23:40.186Z,33.19,81.9,175.54
secado-fermentacion-01,2026-09-24T17:25:40.312Z,33.89,81.3,175.83
secado-fermentacion-01,2026-09-24T17:27:40.449Z,33.67,77.2,175.67
secado-fermentacion-01,2026-09-24T17:43:41.577Z,33.46,76.5,176.01
secado-fermentacion-01,2026-09-24T17:45:41.715Z,33.95,77.7,175.68
secado-fermentacion-01,2026-09-24T19:01:47.075Z,34.1,84.5,175.48
secado-fermentacion-01,2026-09-24T19:03:47.218Z,34.36,82.1,175.42
secado-fermentacion-01,2026-09-24T20:59:33.823Z,34.53,81.8,175.07
secado-fermentacion-01,2026-09-24T21:01:33.975Z,34.38,83.5,175.47
secado-fermentacion-01,2026-09-24T21:03:34.109Z,33.51,80.5,174.98
secado-fermentacion-01,2026-09-24T21:17:35.106Z,34.1,76,175.1
secado-fermentacion-01,2026-09-24T21:25:35.649Z,34.38,79,174.88
secado-fermentacion-01,2026-09-24T21:35:36.34Z,33.49,81.3,175.42
secado-fermentacion-01,2026-09-24T21:59:38.099Z,34.19,76,175.01
secado-fermentacion-01,2026-09-24T22:49:41.629Z,33.76,85,174.81
secado-fermentacion-01,2026-09-24T22:51:41.766Z,34.73,84.7,174.95
secado-fermentacion-01,2026-09-24T22:53:41.894Z,34.3,78.9,175.17
secado-fermentacion-01,2026-09-24T23:35:23.152Z,34.27,84.5,174.94
secado-fermentacion-01,2026-09-24T23:49:24.212Z,34.83,81.9,174.69
secado-fermentacion-01,2026-09-24T23:51:24.337Z,34.2,84,174.76
secado-fermentacion-01,2026-09-25T01:03:29.41Z,34.42,81.9,174.84
secado-fermentacion-01,2026-09-25T01:47:32.467Z,34.03,81,174.37
secado-fermentacion-01,2026-09-25T02:43:36.436Z,34.69,77.8,174.12
secado-fermentacion-01,2026-09-25T02:45:36.578Z,35.04,77.8,174.44
